Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Type_of_order,Type_of_vehicle,multiple_deliveries,City,Time_taken(min),Distance
32,5.0,Windy,Jam ,Buffet ,scooter ,1,Urban ,30,17.074
37,4.9,Fog,Jam ,Meal ,motorcycle ,2,Metropolitian ,48,13.404
26,4.9,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,18,20.285
31,4.8,Stormy,Low ,Drinks ,scooter ,0,Metropolitian ,28,20.254
37,4.6,Stormy,Medium ,Buffet ,motorcycle ,1,Urban ,26,13.971
26,4.7,Sunny,Jam ,Drinks ,scooter ,0,Urban ,16,16.827
37,4.8,Cloudy,Jam ,Meal ,motorcycle ,0,Metropolitian ,25,4.538
21,4.4,Windy,Low ,Drinks ,motorcycle ,0,Metropolitian ,15,4.561
22,4.0,Sandstorms,Low ,Snack ,motorcycle ,1,Urban ,28,1.552
38,4.5,Windy,Low ,Meal ,motorcycle ,1,Urban ,20,1.552
28,4.0,Stormy,High ,Buffet ,motorcycle ,1,Metropolitian ,32,6.209
31,4.9,Cloudy,High ,Drinks ,motorcycle ,1,Metropolitian ,38,6.059
24,4.8,Cloudy,Low ,Snack ,scooter ,0,Metropolitian ,14,3.041
26,4.9,Sandstorms,Jam ,Snack ,motorcycle ,1,Metropolitian ,30,13.789
20,4.7,Cloudy,Jam ,Snack ,scooter ,1,Metropolitian ,29,7.79
29,4.8,Windy,Low ,Buffet ,scooter ,0,Urban ,12,19.762
32,4.0,Windy,Medium ,Buffet ,motorcycle ,3,Urban ,49,10.867
20,4.9,Fog,Medium ,Meal ,motorcycle ,1,Metropolitian ,42,16.66
26,5.0,Sandstorms,Medium ,Meal ,electric_scooter ,1,Urban ,24,10.867
38,4.8,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,46,16.721
34,4.6,Sandstorms,High ,Meal ,electric_scooter ,1,Urban ,27,6.177
27,4.5,Stormy,Low ,Snack ,motorcycle ,0,Metropolitian ,13,2.98
29,5.0,Windy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,25,10.593
24,4.9,Windy,Jam ,Drinks ,motorcycle ,1,Urban ,24,19.761
21,4.9,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,12,1.513
33,4.4,Windy,Low ,Drinks ,motorcycle ,1,Metropolitian ,24,1.465
35,4.7,Sandstorms,Jam ,Meal ,motorcycle ,1,Metropolitian ,29,9.056
35,4.7,Stormy,Low ,Snack ,scooter ,1,Metropolitian ,18,12.464
29,4.8,Cloudy,Low ,Drinks ,motorcycle ,1,Metropolitian ,23,10.707
21,4.9,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,19,12.256
29,4.6,Windy,Jam ,Meal ,motorcycle ,1,Urban ,29,17.079
22,4.7,Sunny,Jam ,Snack ,motorcycle ,0,Metropolitian ,24,13.973
24,4.4,Cloudy,Jam ,Meal ,scooter ,0,Metropolitian ,40,11.905
23,4.9,Stormy,High ,Snack ,scooter ,0,Metropolitian ,22,1.554
33,4.1,Sandstorms,Medium ,Drinks ,motorcycle ,1,Metropolitian ,43,12.465
35,4.6,Windy,Medium ,Meal ,scooter ,1,Metropolitian ,26,16.902
21,4.7,Windy,Medium ,Buffet ,scooter ,0,Metropolitian ,27,4.674
39,4.4,Fog,Low ,Meal ,motorcycle ,2,Metropolitian ,35,13.97
34,4.8,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,27,7.761
29,4.9,Cloudy,High ,Drinks ,motorcycle ,1,Urban ,27,6.081
20,4.7,Fog,Low ,Buffet ,scooter ,0,Metropolitian ,17,3.06
30,4.7,Sunny,Low ,Drinks ,motorcycle ,0,Metropolitian ,15,9.054
37,4.7,Fog,Jam ,Buffet ,scooter ,1,Metropolitian ,39,19.087
26,5.0,Sunny,Medium ,Drinks ,motorcycle ,1,Metropolitian ,18,16.904
21,4.7,Fog,Low ,Drinks ,scooter ,0,Metropolitian ,28,13.788
35,4.8,Sandstorms,Low ,Snack ,scooter ,0,Metropolitian ,29,3.105
39,4.6,Sandstorms,Medium ,Buffet ,motorcycle ,0,Urban ,32,4.527
39,5.0,Cloudy,Low ,Meal ,motorcycle ,1,Metropolitian ,41,20.184
27,4.9,Cloudy,Jam ,Drinks ,motorcycle ,2,Metropolitian ,39,10.924
33,4.8,Fog,Medium ,Drinks ,scooter ,0,Metropolitian ,16,4.657
33,4.8,Fog,Jam ,Meal ,motorcycle ,3,Metropolitian ,48,19.977
37,4.7,Cloudy,Medium ,Buffet ,motorcycle ,0,Metropolitian ,40,10.868
20,4.6,Stormy,Low ,Drinks ,motorcycle ,0,Urban ,11,3.116
31,4.2,Cloudy,Jam ,Drinks ,scooter ,1,Urban ,35,10.725
27,4.6,Sunny,High ,Buffet ,electric_scooter ,0,Metropolitian ,16,3.116
37,4.9,Fog,Medium ,Drinks ,scooter ,0,Urban ,15,7.573
34,4.4,Stormy,Jam ,Buffet ,scooter ,1,Urban ,31,7.763
25,4.7,Fog,Low ,Snack ,motorcycle ,0,Urban ,11,9.348
37,4.7,Cloudy,Low ,Meal ,motorcycle ,1,Urban ,22,7.632
27,5.0,Fog,High ,Drinks ,motorcycle ,0,Metropolitian ,24,6.218
36,4.7,Cloudy,Low ,Snack ,electric_scooter ,0,Urban ,16,3.074
28,4.7,Fog,Jam ,Snack ,scooter ,1,Metropolitian ,31,10.906
20,4.7,Stormy,Low ,Drinks ,scooter ,1,Metropolitian ,16,7.762
22,4.7,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,16,16.854
34,4.8,Cloudy,Low ,Buffet ,electric_scooter ,1,Metropolitian ,18,1.52
25,4.8,Windy,Medium ,Drinks ,scooter ,0,Metropolitian ,26,16.66
38,5.0,Sandstorms,Jam ,Meal ,scooter ,1,Metropolitian ,34,7.632
34,3.5,Windy,Medium ,Snack ,motorcycle ,1,Metropolitian ,32,11.918
24,4.9,Windy,Jam ,Drinks ,motorcycle ,0,Metropolitian ,22,16.66
33,4.6,Windy,Jam ,Snack ,motorcycle ,2,Urban ,50,13.583
21,4.6,Stormy,High ,Snack ,scooter ,1,Urban ,16,3.027
25,4.6,Stormy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,23,9.081
23,4.9,Windy,High ,Buffet ,motorcycle ,1,Metropolitian ,19,6.059
34,4.9,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,25,7.325
25,4.7,Fog,Medium ,Snack ,scooter ,1,Metropolitian ,37,10.757
28,4.9,Sandstorms,Low ,Drinks ,electric_scooter ,0,Metropolitian ,10,13.481
34,3.7,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,34,16.852
24,4.5,Stormy,Low ,Meal ,scooter ,1,Metropolitian ,14,16.382
38,4.6,Sandstorms,Jam ,Buffet ,scooter ,1,Metropolitian ,30,9.176
32,4.8,Sunny,Medium ,Buffet ,motorcycle ,0,Metropolitian ,17,13.217
28,5.0,Sandstorms,Medium ,Buffet ,motorcycle ,0,Metropolitian ,29,13.736
29,4.5,Fog,Medium ,Drinks ,motorcycle ,1,Metropolitian ,37,13.406
28,4.8,Sandstorms,Jam ,Drinks ,electric_scooter ,0,Metropolitian ,23,20.178
39,4.8,Windy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,30,7.772
26,4.8,Windy,Low ,Buffet ,scooter ,0,Metropolitian ,14,3.025
33,4.8,Stormy,Low ,Buffet ,electric_scooter ,1,Metropolitian ,28,4.539
37,4.9,Sandstorms,Jam ,Drinks ,scooter ,0,Metropolitian ,27,4.494
24,4.6,Sandstorms,Low ,Snack ,motorcycle ,1,Metropolitian ,16,14.022
36,5.0,Sandstorms,Jam ,Meal ,motorcycle ,2,Metropolitian ,43,12.21
22,4.7,Fog,Medium ,Snack ,motorcycle ,3,Metropolitian ,44,13.631
21,4.6,Stormy,Medium ,Meal ,motorcycle ,1,Metropolitian ,22,4.611
33,4.7,Fog,Low ,Drinks ,scooter ,1,Metropolitian ,18,3.105
27,4.1,Stormy,Low ,Drinks ,motorcycle ,0,Metropolitian ,16,3.019
30,4.2,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,46,10.641
20,4.9,Stormy,Medium ,Drinks ,scooter ,1,Urban ,17,10.906
31,4.4,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,44,10.867
36,4.6,Fog,Medium ,Drinks ,scooter ,1,Metropolitian ,17,4.561
39,4.9,Windy,Jam ,Snack ,motorcycle ,2,Urban ,43,11.918
32,4.7,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,41,16.903
30,3.8,Windy,Jam ,Buffet ,scooter ,1,Metropolitian ,40,12.162
26,4.7,Windy,Low ,Meal ,scooter ,0,Urban ,16,3.025
21,4.9,Stormy,High ,Buffet ,motorcycle ,0,Urban ,13,1.52
23,4.6,Stormy,Medium ,Drinks ,scooter ,1,Metropolitian ,29,4.674
22,4.9,Sandstorms,High ,Meal ,motorcycle ,1,Metropolitian ,24,3.041
39,4.5,Cloudy,Medium ,Drinks ,motorcycle ,1,Metropolitian ,16,4.561
32,4.1,Stormy,Jam ,Drinks ,scooter ,1,Metropolitian ,34,7.761
25,4.7,Stormy,Jam ,Drinks ,motorcycle ,0,Metropolitian ,20,16.389
30,5.0,Fog,High ,Snack ,motorcycle ,1,Metropolitian ,28,6.081
25,4.8,Fog,Medium ,Drinks ,scooter ,0,Metropolitian ,30,20.182
26,4.7,Stormy,Low ,Snack ,scooter ,0,Metropolitian ,14,14.022
30,4.6,Windy,High ,Snack ,motorcycle ,1,Urban ,30,6.232
31,4.3,Windy,Low ,Drinks ,motorcycle ,1,Metropolitian ,25,2.977
33,4.8,Sunny,Low ,Buffet ,motorcycle ,0,Metropolitian ,28,12.1
20,5.0,Sunny,Low ,Drinks ,scooter ,0,Metropolitian ,17,9.177
36,4.3,Windy,Jam ,Meal ,scooter ,1,Urban ,33,20.206
20,4.9,Sandstorms,Medium ,Snack ,motorcycle ,1,Metropolitian ,36,13.79
37,4.7,Cloudy,Jam ,Meal ,motorcycle ,0,Metropolitian ,25,9.088
28,5.0,Fog,Jam ,Buffet ,scooter ,2,Metropolitian ,40,16.385
39,3.5,Cloudy,Low ,Meal ,motorcycle ,0,Urban ,32,12.42
31,4.0,Cloudy,Jam ,Snack ,scooter ,0,Metropolitian ,42,12.294
30,4.9,Sunny,Low ,Snack ,motorcycle ,1,Urban ,27,7.683
27,4.9,Sandstorms,Jam ,Drinks ,motorcycle ,1,Metropolitian ,25,13.622
30,4.9,Sandstorms,Low ,Drinks ,motorcycle ,1,Metropolitian ,24,7.661
29,4.5,Cloudy,Jam ,Snack ,scooter ,1,Urban ,30,20.184
35,4.5,Windy,Low ,Meal ,motorcycle ,1,Metropolitian ,22,19.343
34,4.9,Windy,High ,Snack ,motorcycle ,0,Metropolitian ,31,3.026
37,4.8,Stormy,Low ,Buffet ,scooter ,1,Metropolitian ,16,12.464
34,4.9,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,25,4.469
23,4.1,Fog,Jam ,Meal ,electric_scooter ,1,Metropolitian ,32,9.22
29,4.7,Sunny,Medium ,Snack ,motorcycle ,1,Metropolitian ,20,7.563
26,4.1,Sandstorms,Low ,Meal ,motorcycle ,1,Urban ,21,9.192
34,4.9,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,19,7.632
21,4.7,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,11,4.596
35,4.6,Windy,Low ,Snack ,motorcycle ,1,Urban ,23,10.906
20,4.7,Stormy,Low ,Snack ,electric_scooter ,0,Metropolitian ,12,16.384
24,4.1,Cloudy,Jam ,Buffet ,electric_scooter ,1,Metropolitian ,39,19.884
25,4.5,Windy,High ,Snack ,scooter ,1,Urban ,16,6.211
22,4.8,Cloudy,Low ,Drinks ,scooter ,1,Urban ,17,4.59
38,4.7,Windy,Medium ,Meal ,motorcycle ,0,Urban ,24,13.58
29,4.3,Cloudy,High ,Meal ,scooter ,1,Urban ,33,6.211
24,4.8,Sandstorms,Medium ,Snack ,scooter ,1,Urban ,29,17.079
36,4.8,Fog,Medium ,Buffet ,motorcycle ,1,Metropolitian ,42,20.555
31,4.7,Windy,Low ,Buffet ,electric_scooter ,1,Metropolitian ,28,7.447
20,4.8,Fog,Jam ,Snack ,scooter ,1,Metropolitian ,25,4.663
25,4.6,Sunny,Medium ,Snack ,scooter ,0,Metropolitian ,16,7.55
23,5.0,Sandstorms,Low ,Meal ,scooter ,1,Urban ,11,17.079
39,4.7,Cloudy,Medium ,Buffet ,motorcycle ,2,Urban ,34,7.447
21,4.7,Cloudy,Medium ,Snack ,motorcycle ,0,Metropolitian ,35,17.098
32,4.7,Stormy,Medium ,Drinks ,scooter ,1,Metropolitian ,25,6.05
36,4.9,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,15,19.619
38,4.8,Cloudy,Jam ,Snack ,motorcycle ,3,Metropolitian ,49,10.906
34,4.3,Sandstorms,Medium ,Snack ,motorcycle ,1,Metropolitian ,35,17.078
23,2.5,Sunny,Low ,Buffet ,motorcycle ,1,Metropolitian ,34,16.721
32,3.6,Stormy,Jam ,Meal ,scooter ,1,Urban ,39,20.207
31,4.8,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,26,1.552
22,4.6,Sunny,Jam ,Buffet ,motorcycle ,1,Metropolitian ,11,12.435
34,3.9,Cloudy,Low ,Drinks ,electric_scooter ,1,Metropolitian ,33,12.435
39,4.8,Cloudy,Jam ,Meal ,motorcycle ,1,Metropolitian ,47,19.618
21,5.0,Cloudy,Low ,Buffet ,motorcycle ,0,Metropolitian ,25,11.923
34,3.9,Fog,Low ,Meal ,scooter ,1,Metropolitian ,37,13.831
28,4.9,Windy,Medium ,Meal ,motorcycle ,1,Metropolitian ,15,12.417
34,4.9,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,20,1.52
21,4.7,Sandstorms,Jam ,Meal ,motorcycle ,0,Metropolitian ,29,20.181
30,4.6,Fog,High ,Snack ,electric_scooter ,1,Urban ,30,3.025
36,5.0,Fog,Low ,Drinks ,scooter ,1,Urban ,16,9.348
25,4.5,Cloudy,Low ,Meal ,motorcycle ,0,Urban ,24,1.532
38,4.3,Sunny,Jam ,Snack ,scooter ,0,Metropolitian ,31,17.078
24,5.0,Sunny,High ,Drinks ,scooter ,0,Urban ,12,6.119
31,4.7,Sunny,Medium ,Snack ,electric_scooter ,1,Metropolitian ,29,12.117
27,4.6,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,13,10.757
23,4.8,Fog,Low ,Buffet ,motorcycle ,1,Urban ,11,3.105
25,4.7,Sandstorms,Medium ,Meal ,scooter ,1,Urban ,23,20.183
38,4.5,Windy,Low ,Drinks ,electric_scooter ,0,Metropolitian ,24,1.513
32,4.8,Sunny,Medium ,Drinks ,motorcycle ,0,Urban ,26,12.464
22,4.3,Stormy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,36,10.43
35,4.9,Sandstorms,Jam ,Drinks ,scooter ,1,Metropolitian ,31,4.544
35,4.1,Sandstorms,Medium ,Buffet ,motorcycle ,1,Metropolitian ,46,17.098
22,3.5,Sunny,Low ,Meal ,motorcycle ,0,Metropolitian ,33,10.726
28,4.9,Stormy,Medium ,Snack ,scooter ,1,Metropolitian ,24,7.763
35,3.6,Fog,Low ,Meal ,motorcycle ,0,Urban ,34,10.565
38,4.8,Fog,Low ,Meal ,scooter ,1,Urban ,17,9.06
31,5.0,Fog,Low ,Meal ,motorcycle ,1,Metropolitian ,28,9.177
26,5.0,Cloudy,Low ,Buffet ,scooter ,1,Metropolitian ,10,4.494
36,4.4,Cloudy,Medium ,Snack ,motorcycle ,1,Urban ,31,17.075
26,4.6,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,32,4.674
25,4.3,Cloudy,Medium ,Meal ,scooter ,0,Metropolitian ,37,13.406
25,5.0,Cloudy,High ,Drinks ,scooter ,1,Urban ,32,1.553
33,4.2,Cloudy,High ,Meal ,scooter ,1,Metropolitian ,39,3.105
39,4.9,Stormy,Medium ,Buffet ,motorcycle ,1,Metropolitian ,26,12.464
34,4.5,Sandstorms,Jam ,Snack ,motorcycle ,0,Metropolitian ,28,4.663
37,4.2,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,30,4.611
36,4.8,Cloudy,Low ,Meal ,motorcycle ,1,Urban ,20,4.469
29,4.9,Fog,Jam ,Meal ,motorcycle ,2,Metropolitian ,45,10.725
30,4.4,Fog,Low ,Buffet ,electric_scooter ,1,Metropolitian ,35,16.721
32,5.0,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,43,10.603
21,4.8,Stormy,Low ,Meal ,motorcycle ,1,Urban ,13,10.725
24,4.2,Cloudy,Medium ,Drinks ,scooter ,1,Metropolitian ,35,20.181
28,4.9,Sunny,Jam ,Snack ,motorcycle ,1,Metropolitian ,25,12.099
21,5.0,Sandstorms,Low ,Meal ,scooter ,0,Urban ,11,12.072
35,4.8,Windy,Medium ,Buffet ,scooter ,1,Metropolitian ,29,4.579
25,4.5,Sandstorms,Low ,Buffet ,motorcycle ,1,Metropolitian ,20,12.106
20,5.0,Sunny,Medium ,Snack ,motorcycle ,1,Metropolitian ,22,10.427
23,4.7,Cloudy,Jam ,Meal ,scooter ,1,Metropolitian ,31,10.881
28,4.7,Fog,Low ,Meal ,scooter ,1,Metropolitian ,25,17.098
31,4.8,Sunny,Jam ,Meal ,motorcycle ,1,Metropolitian ,22,10.565
28,4.5,Sunny,Medium ,Buffet ,scooter ,1,Urban ,16,10.427
20,3.9,Sunny,Jam ,Buffet ,motorcycle ,1,Metropolitian ,54,8.79
26,4.9,Stormy,Jam ,Buffet ,scooter ,1,Metropolitian ,22,19.364
24,4.8,Sandstorms,High ,Snack ,motorcycle ,1,Metropolitian ,10,1.532
35,4.8,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,43,14.022
31,4.7,Sunny,Jam ,Snack ,electric_scooter ,0,Urban ,19,4.538
20,4.7,Sunny,Low ,Drinks ,motorcycle ,1,Urban ,28,12.109
32,4.0,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,31,1.513
25,4.7,Sunny,Medium ,Buffet ,scooter ,0,Metropolitian ,19,4.53
29,5.0,Sandstorms,Jam ,Snack ,motorcycle ,1,Urban ,20,4.544
20,4.8,Sandstorms,Jam ,Drinks ,scooter ,0,Metropolitian ,14,7.45
23,4.7,Fog,Jam ,Snack ,motorcycle ,1,Metropolitian ,42,20.852
33,5.0,Sunny,Medium ,Meal ,scooter ,1,Metropolitian ,25,13.612
24,4.8,Sunny,Jam ,Drinks ,motorcycle ,0,Metropolitian ,16,17.138
25,4.8,Fog,Medium ,Drinks ,motorcycle ,0,Metropolitian ,22,9.181
31,4.4,Cloudy,Low ,Buffet ,scooter ,1,Metropolitian ,37,19.915
38,4.8,Sunny,Medium ,Meal ,electric_scooter ,1,Metropolitian ,17,6.218
22,4.6,Sunny,Jam ,Snack ,motorcycle ,0,Urban ,15,16.152
35,4.7,Sunny,Low ,Buffet ,electric_scooter ,1,Metropolitian ,12,1.52
34,3.8,Cloudy,Low ,Meal ,scooter ,1,Metropolitian ,39,16.721
20,4.8,Sunny,Low ,Snack ,scooter ,1,Metropolitian ,28,13.97
20,3.5,Sunny,Jam ,Buffet ,motorcycle ,3,Semi-Urban ,50,4.544
30,4.2,Cloudy,Jam ,Meal ,scooter ,2,Metropolitian ,49,12.464
35,4.0,Fog,Jam ,Snack ,scooter ,1,Metropolitian ,35,16.476
28,4.8,Windy,Low ,Snack ,scooter ,1,Metropolitian ,18,1.558
22,5.0,Sunny,Jam ,Meal ,scooter ,0,Urban ,11,7.563
23,4.8,Cloudy,Jam ,Drinks ,motorcycle ,1,Urban ,33,10.906
22,4.9,Fog,Low ,Meal ,scooter ,0,Metropolitian ,16,3.065
34,4.6,Cloudy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,29,9.056
30,4.7,Fog,High ,Snack ,motorcycle ,1,Metropolitian ,26,1.513
20,4.8,Stormy,Medium ,Snack ,motorcycle ,1,Urban ,14,6.059
20,5.0,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,36,12.162
39,4.6,Windy,Low ,Drinks ,scooter ,1,Metropolitian ,24,4.395
27,4.7,Sandstorms,Low ,Meal ,scooter ,0,Metropolitian ,11,3.019
35,4.8,Stormy,Low ,Buffet ,electric_scooter ,0,Metropolitian ,27,2.98
24,4.8,Windy,Jam ,Meal ,motorcycle ,1,Metropolitian ,26,19.916
25,4.9,Sunny,Medium ,Snack ,motorcycle ,0,Metropolitian ,17,9.06
28,4.8,Fog,Medium ,Meal ,motorcycle ,0,Metropolitian ,14,6.129
33,4.6,Cloudy,Low ,Drinks ,scooter ,0,Metropolitian ,30,12.238
30,4.9,Stormy,Jam ,Drinks ,motorcycle ,1,Metropolitian ,35,10.866
31,4.9,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,29,9.315
31,4.8,Windy,Medium ,Drinks ,scooter ,0,Metropolitian ,21,13.972
39,4.6,Sunny,Medium ,Buffet ,scooter ,1,Metropolitian ,18,16.611
37,4.5,Stormy,Low ,Snack ,motorcycle ,1,Metropolitian ,24,8.953
26,4.8,Fog,Medium ,Drinks ,motorcycle ,1,Urban ,21,4.47
35,4.4,Sandstorms,Medium ,Buffet ,motorcycle ,1,Urban ,32,7.547
29,4.8,Sandstorms,Low ,Buffet ,scooter ,0,Metropolitian ,14,1.514
24,4.8,Sunny,Low ,Drinks ,motorcycle ,1,Urban ,19,1.532
25,4.9,Sandstorms,Medium ,Drinks ,electric_scooter ,1,Urban ,27,19.363
20,4.5,Sandstorms,High ,Drinks ,motorcycle ,1,Metropolitian ,21,6.127
29,5.0,Sunny,Low ,Buffet ,motorcycle ,0,Metropolitian ,21,1.509
37,4.8,Stormy,Low ,Meal ,motorcycle ,1,Urban ,27,3.019
30,4.8,Sandstorms,Low ,Drinks ,electric_scooter ,1,Metropolitian ,28,1.514
23,5.0,Fog,Medium ,Buffet ,scooter ,0,Urban ,34,14.022
36,4.5,Windy,Low ,Snack ,motorcycle ,1,Metropolitian ,18,10.255
39,4.5,Fog,Low ,Drinks ,motorcycle ,0,Metropolitian ,37,13.83
28,4.9,Windy,Medium ,Meal ,motorcycle ,1,Metropolitian ,13,7.763
32,4.8,Fog,Low ,Drinks ,scooter ,1,Metropolitian ,18,1.53
38,4.9,Sandstorms,Medium ,Snack ,motorcycle ,1,Metropolitian ,31,9.22
35,4.8,Fog,Jam ,Meal ,scooter ,1,Metropolitian ,42,20.206
33,4.8,Sunny,Low ,Snack ,motorcycle ,1,Urban ,21,9.081
27,4.9,Sandstorms,Jam ,Buffet ,motorcycle ,1,Metropolitian ,32,19.977
28,4.9,Sandstorms,Jam ,Meal ,scooter ,1,Metropolitian ,17,10.588
27,4.6,Cloudy,Medium ,Snack ,motorcycle ,1,Metropolitian ,22,6.21
23,5.0,Windy,Jam ,Snack ,electric_scooter ,1,Metropolitian ,27,10.868
37,4.2,Stormy,Jam ,Drinks ,scooter ,1,Urban ,37,12.464
36,4.9,Sunny,Medium ,Buffet ,motorcycle ,1,Urban ,24,9.314
38,4.8,Sunny,Low ,Buffet ,motorcycle ,1,Metropolitian ,17,9.056
38,4.8,Cloudy,Jam ,Drinks ,motorcycle ,0,Metropolitian ,27,9.175
31,4.4,Stormy,Jam ,Meal ,motorcycle ,1,Metropolitian ,53,10.756
21,4.2,Sandstorms,Low ,Snack ,motorcycle ,0,Metropolitian ,16,3.073
23,4.9,Cloudy,Medium ,Snack ,motorcycle ,2,Metropolitian ,36,10.722
36,4.8,Sunny,Jam ,Meal ,scooter ,1,Metropolitian ,15,12.074
34,4.7,Fog,High ,Buffet ,motorcycle ,1,Urban ,26,6.211
20,4.9,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,15,12.465
25,4.1,Windy,Low ,Buffet ,motorcycle ,1,Metropolitian ,28,9.348
36,4.6,Sunny,Jam ,Drinks ,motorcycle ,1,Urban ,30,12.099
27,4.7,Fog,Low ,Snack ,motorcycle ,1,Metropolitian ,20,12.42
35,4.1,Stormy,Low ,Meal ,motorcycle ,1,Metropolitian ,32,3.053
31,4.8,Stormy,High ,Meal ,scooter ,1,Metropolitian ,26,6.218
23,5.0,Cloudy,Jam ,Drinks ,scooter ,1,Metropolitian ,44,16.386
23,4.5,Windy,Medium ,Drinks ,scooter ,1,Urban ,26,20.183
29,4.8,Fog,Medium ,Snack ,motorcycle ,1,Metropolitian ,26,6.232
30,5.0,Cloudy,Low ,Meal ,scooter ,1,Urban ,19,7.631
39,4.9,Sunny,Low ,Meal ,motorcycle ,0,Metropolitian ,25,3.074
34,4.3,Windy,Medium ,Meal ,motorcycle ,1,Metropolitian ,36,4.528
36,4.8,Windy,Low ,Buffet ,motorcycle ,0,Metropolitian ,29,3.03
30,4.9,Sunny,Jam ,Drinks ,motorcycle ,1,Metropolitian ,24,9.22
29,4.8,Fog,Jam ,Drinks ,motorcycle ,1,Metropolitian ,29,4.544
24,4.7,Windy,Low ,Meal ,scooter ,0,Metropolitian ,10,9.121
37,4.8,Sunny,Low ,Drinks ,motorcycle ,1,Metropolitian ,18,3.104
30,4.8,Stormy,Low ,Drinks ,motorcycle ,1,Metropolitian ,16,12.162
21,4.7,Sunny,Low ,Buffet ,motorcycle ,0,Urban ,10,4.61
33,4.7,Sunny,Medium ,Snack ,motorcycle ,0,Metropolitian ,22,7.761
39,4.4,Stormy,Jam ,Meal ,motorcycle ,1,Urban ,39,13.989
25,4.8,Sunny,Low ,Drinks ,motorcycle ,0,Metropolitian ,22,7.763
26,4.7,Stormy,Low ,Meal ,motorcycle ,0,Urban ,18,8.79
30,5.0,Sandstorms,Low ,Drinks ,scooter ,0,Metropolitian ,25,1.515
37,4.7,Fog,Low ,Meal ,motorcycle ,0,Metropolitian ,20,3.088
39,4.7,Fog,Low ,Buffet ,motorcycle ,1,Metropolitian ,24,2.938
21,4.9,Sunny,Medium ,Snack ,motorcycle ,0,Metropolitian ,19,12.099
31,4.1,Sandstorms,Medium ,Meal ,motorcycle ,0,Metropolitian ,33,6.218
38,4.9,Sandstorms,High ,Snack ,scooter ,0,Metropolitian ,25,5.959
35,4.9,Fog,Medium ,Meal ,motorcycle ,2,Urban ,36,19.341
31,4.8,Sunny,Medium ,Meal ,scooter ,1,Metropolitian ,23,7.791
39,4.2,Stormy,Jam ,Snack ,scooter ,1,Metropolitian ,32,4.657
25,4.8,Windy,Medium ,Buffet ,scooter ,1,Metropolitian ,28,6.081
38,5.0,Sandstorms,Medium ,Meal ,motorcycle ,1,Metropolitian ,32,4.657
39,4.9,Windy,Jam ,Buffet ,motorcycle ,1,Metropolitian ,30,9.315
33,4.3,Stormy,Medium ,Drinks ,motorcycle ,0,Metropolitian ,31,6.037
30,4.4,Cloudy,Medium ,Snack ,scooter ,1,Metropolitian ,40,19.689
21,4.9,Windy,Medium ,Meal ,motorcycle ,0,Metropolitian ,15,4.469
20,4.5,Sunny,High ,Drinks ,motorcycle ,1,Metropolitian ,51,6.037
26,4.6,Fog,High ,Buffet ,motorcycle ,0,Metropolitian ,22,1.526
31,4.3,Windy,High ,Buffet ,motorcycle ,1,Metropolitian ,48,2.996
32,5.0,Sandstorms,Jam ,Meal ,scooter ,0,Metropolitian ,25,19.891
23,4.9,Sunny,Low ,Snack ,motorcycle ,0,Urban ,10,3.041
26,4.9,Cloudy,Jam ,Meal ,scooter ,1,Metropolitian ,25,7.661
34,5.0,Fog,Medium ,Snack ,motorcycle ,1,Metropolitian ,30,16.721
37,4.7,Windy,Medium ,Meal ,scooter ,0,Metropolitian ,25,7.661
